Date,MD,Home,Away,FTR,HmOd,DrOd,AwOd,hHome,hAway,hScre,Season
2025-02-09 06:30:00,24,Venezia,AS Roma,2,3.75,3.3,2.1,Roma,Venezia,2-1,2024-2025
2025-02-08 14:45:00,24,Torino,Genoa,0,2.1,3.1,4,Genoa,Torino,0-0,2024-2025
2025-02-08 12:00:00,24,Empoli,AC Milan,2,5.5,3.4,1.75,AC Milan,Empoli,3-0,2024-2025
2025-02-08 09:00:00,24,Hellas Verona,Atalanta,2,6,4.33,1.53,Atalanta,Verona,6-1,2024-2025
2025-02-07 14:45:00,24,Como,Juventus,2,4.1,3.4,1.95,Juventus,Como,3-0,2024-2025
2025-02-03 14:45:00,23,Cagliari,Lazio,2,4.1,3.5,1.85,Lazio,Cagliari,2-1,2024-2025
2025-02-02 14:45:00,23,AS Roma,Napoli,0,2.88,3.2,2.45,Napoli,Roma,1-0,2024-2025
2025-02-02 12:00:00,23,AC Milan,Inter,0,3,3.3,2.3,Inter Milan,AC Milan,1-2,2024-2025
2025-02-02 09:00:00,23,Fiorentina,Genoa,1,1.67,3.9,4.75,Genoa,Fiorentina,0-1,2024-2025
2025-02-02 06:30:00,23,Juventus,Empoli,1,1.4,4.5,8.5,Empoli,Juventus,0-0,2024-2025
2025-02-01 14:45:00,23,Bologna,Como,1,1.9,3.4,4,Como,Bologna,2-2,2024-2025
2025-02-01 12:00:00,23,Atalanta,Torino,0,1.42,4.5,7,Torino,Atalanta,2-1,2024-2025
2025-02-01 09:00:00,23,Monza,Hellas Verona,2,2.15,3.25,3.4,Verona,Monza,0-3,2024-2025
2025-02-01 09:00:00,23,Udinese,Venezia,1,1.9,3.25,4.33,Venezia,Udinese,3-2,2024-2025
2025-01-31 14:45:00,23,Parma,Lecce,2,2.05,3.4,3.5,Lecce,Parma,2-2,2024-2025
2025-01-27 14:45:00,22,Genoa,Monza,1,2.05,3.2,3.9,Monza,Genoa,0-1,2024-2025
2025-01-27 12:30:00,22,Venezia,Hellas Verona,0,2.15,3.6,3.25,Verona,Venezia,2-1,2024-2025
2025-01-26 14:45:00,22,Lazio,Fiorentina,2,2.05,3.4,3.6,Fiorentina,Lazio,2-1,2024-2025
2025-01-26 12:00:00,22,Lecce,Inter,2,8,5,1.36,Inter Milan,Lecce,2-0,2024-2025
2025-01-26 09:00:00,22,Udinese,AS Roma,2,3.2,3.3,2.25,Roma,Udinese,3-0,2024-2025
2025-01-26 06:30:00,22,AC Milan,Parma,1,1.3,6,8.5,Parma,AC Milan,2-1,2024-2025
2025-01-25 14:45:00,22,Empoli,Bologna,0,3.6,3.25,2.1,Bologna,Empoli,1-1,2024-2025
2025-01-25 12:00:00,22,Napoli,Juventus,1,2,3.1,4.33,Juventus,Napoli,0-0,2024-2025
2025-01-25 09:00:00,22,Como,Atalanta,2,4,3.6,1.9,Atalanta,Como,2-3,2024-2025
2025-01-24 14:45:00,22,Torino,Cagliari,1,2.05,3.2,4,Cagliari,Torino,3-2,2024-2025
2025-01-20 14:45:00,21,Como,Udinese,1,2,3.4,3.7,Udinese,Como,1-0,2024-2025
2025-01-19 14:45:00,21,Inter,Empoli,1,1.22,6,12,Empoli,Inter Milan,0-3,2024-2025
2025-01-19 12:00:00,21,Hellas Verona,Lazio,2,5,3.75,1.67,Lazio,Verona,2-1,2024-2025
2025-01-19 09:00:00,21,Cagliari,Lecce,1,2,3.25,3.9,Lecce,Cagliari,1-0,2024-2025
2025-01-19 09:00:00,21,Parma,Venezia,0,2.2,3.4,3.2,Venezia,Parma,1-2,2024-2025
2025-01-19 06:30:00,21,Fiorentina,Torino,0,1.65,3.75,5.25,Torino,Fiorentina,0-1,2024-2025
2025-01-18 14:45:00,21,Atalanta,Napoli,2,2.2,3.4,3.2,Napoli,Atalanta,0-3,2024-2025
2025-01-18 12:00:00,21,Juventus,AC Milan,1,2.25,3.2,3.3,AC Milan,Juventus,0-0,2024-2025
2025-01-18 09:00:00,21,Bologna,Monza,1,1.6,3.75,5.75,Monza,Bologna,1-2,2024-2025
2025-01-17 14:45:00,21,AS Roma,Genoa,1,1.67,3.75,5,Genoa,Roma,1-1,2024-2025
2025-01-13 14:45:00,20,Monza,Fiorentina,1,5.25,3.8,1.67,Fiorentina,Monza,2-2,2024-2025
2025-01-12 14:45:00,20,Napoli,Hellas Verona,1,1.2,6.5,15,Verona,Napoli,3-0,2024-2025
2025-01-12 12:00:00,20,Bologna,AS Roma,0,2.4,3.2,3.1,Roma,Bologna,2-3,2024-2025
2025-01-12 09:00:00,20,Venezia,Inter,2,8,5,1.38,Inter Milan,Venezia,1-0,2024-2025
2025-01-12 06:30:00,20,Genoa,Parma,1,2.2,3.3,3.4,Parma,Genoa,0-1,2024-2025
2025-01-11 14:45:00,20,AC Milan,Cagliari,0,1.36,4.75,9.5,Cagliari,AC Milan,3-3,2024-2025
2025-01-11 12:00:00,20,Torino,Juventus,0,3.75,3.1,2.15,Juventus,Torino,2-0,2024-2025
2025-01-11 09:00:00,20,Udinese,Atalanta,0,4.75,3.75,1.75,Atalanta,Udinese,2-1,2024-2025
2025-01-11 09:00:00,20,Empoli,Lecce,2,2.25,3,3.6,Lecce,Empoli,1-1,2024-2025
2025-01-10 14:45:00,20,Lazio,Como,0,1.44,4.5,7.5,Como,Lazio,1-5,2024-2025
2025-01-15 14:45:00,19,Inter,Bologna,0,1.4,4.5,8,Bologna,Inter Milan,0-1,2024-2025
2025-01-14 14:45:00,19,Atalanta,Juventus,0,2.05,3.3,3.6,Juventus,Atalanta,2-2,2024-2025
2025-01-14 12:30:00,19,Como,AC Milan,2,4,3.5,1.9,AC Milan,Como,2-0,2024-2025
2025-01-05 14:45:00,19,AS Roma,Lazio,1,2.7,3.2,2.7,Roma,Lazio,1-0,2024-2025
2025-01-05 12:00:00,19,Torino,Parma,0,2,3.3,3.75,Torino,Parma,1-0,2024-2025
2025-01-05 09:00:00,19,Lecce,Genoa,0,2.55,3,2.9,Genoa,Lecce,2-1,2024-2025
2025-01-05 06:30:00,19,Monza,Cagliari,2,2.4,3.4,2.9,Monza,Cagliari,1-0,2024-2025
2025-01-04 14:45:00,19,Hellas Verona,Udinese,0,2.7,3.25,2.6,Verona,Udinese,1-0,2024-2025
2025-01-04 12:00:00,19,Fiorentina,Napoli,2,3,3.25,2.4,Fiorentina,Napoli,2-2,2024-2025
2025-01-04 09:00:00,19,Venezia,Empoli,0,2.2,3.5,3.1,Venezia,Empoli,1-1,2024-2025
2024-12-30 14:45:00,18,Bologna,Hellas Verona,2,1.62,3.8,5.5,Bologna,Verona,2-0,2024-2025
2024-12-30 12:30:00,18,Como,Lecce,1,1.85,3.5,4.2,Como,Lecce,1-1,2024-2025
2024-12-29 14:45:00,18,AC Milan,AS Roma,0,1.73,3.8,4.5,AC Milan,Roma,3-1,2024-2025
2024-12-29 12:00:00,18,Juventus,Fiorentina,0,1.91,3.5,3.8,Juventus,Fiorentina,1-0,2024-2025
2024-12-29 09:00:00,18,Napoli,Venezia,1,1.29,5.5,11,Venezia,Napoli,0-2,2024-2025
2024-12-29 06:30:00,18,Udinese,Torino,0,2.2,3.1,3.5,Udinese,Torino,0-2,2024-2025
2024-12-28 14:45:00,18,Lazio,Atalanta,0,2.75,3.4,2.45,Atalanta,Lazio,3-1,2024-2025
2024-12-28 12:00:00,18,Cagliari,Inter,2,5.25,4.5,1.5,Inter Milan,Cagliari,2-2,2024-2025
2024-12-28 09:00:00,18,Parma,Monza,1,2,3.5,3.6,Monza,Parma,1-1,2024-2025
2024-12-28 09:00:00,18,Empoli,Genoa,2,2.4,3,3.25,Empoli,Genoa,0-0,2024-2025
2024-12-23 14:45:00,17,Inter,Como,1,1.2,6,15,Inter Milan,Como,4-0,2024-2025
2024-12-23 12:30:00,17,Fiorentina,Udinese,2,1.57,3.7,6,Fiorentina,Udinese,2-2,2024-2025
2024-12-22 14:45:00,17,Monza,Juventus,2,6,3.4,1.65,Juventus,Monza,2-0,2024-2025
2024-12-22 12:00:00,17,Atalanta,Empoli,1,1.25,5.5,12,Atalanta,Empoli,2-0,2024-2025
2024-12-22 09:00:00,17,Venezia,Cagliari,1,2.63,3.2,2.63,Cagliari,Venezia,2-1,2024-2025
2024-12-22 06:30:00,17,AS Roma,Parma,1,1.7,3.6,5,Parma,Roma,2-0,2024-2025
2024-12-21 14:45:00,17,Lecce,Lazio,2,4.33,3.6,1.8,Lazio,Lecce,1-0,2024-2025
2024-12-21 12:00:00,17,Genoa,Napoli,2,5.25,4,1.62,Napoli,Genoa,1-1,2024-2025
2024-12-21 09:00:00,17,Torino,Bologna,2,2.75,3,2.75,Torino,Bologna,0-0,2024-2025
2024-12-20 14:45:00,17,Hellas Verona,AC Milan,2,5.25,4,1.6,Verona,AC Milan,1-3,2024-2025
2024-12-16 14:45:00,16,Lazio,Inter,2,3.4,3.3,2.15,Inter Milan,Lazio,1-1,2024-2025
2024-12-15 14:45:00,16,AC Milan,Genoa,0,1.29,5.5,9,AC Milan,Genoa,3-3,2024-2025
2024-12-15 12:00:00,16,Como,AS Roma,1,2.8,3.25,2.5,Como,Roma,2-0,2024-2025
2024-12-15 09:00:00,16,Bologna,Fiorentina,1,2.7,3.2,2.75,Bologna,Fiorentina,2-0,2024-2025
2024-12-15 09:00:00,16,Parma,Hellas Verona,2,1.85,3.75,4,Verona,Parma,2-1,2024-2025
2024-12-15 06:30:00,16,Lecce,Monza,1,2.1,3.2,3.6,Lecce,Monza,1-1,2024-2025
2024-12-14 14:45:00,16,Juventus,Venezia,0,1.36,4.75,8,Juventus,Venezia,2-1,2024-2025
2024-12-14 12:00:00,16,Udinese,Napoli,2,4.5,3.5,1.8,Udinese,Napoli,1-1,2024-2025
2024-12-14 09:00:00,16,Cagliari,Atalanta,2,4.5,4,1.67,Cagliari,Atalanta,2-1,2024-2025
2024-12-13 14:45:00,16,Empoli,Torino,2,2.63,3,2.88,Empoli,Torino,3-2,2024-2025
2024-12-09 14:45:00,15,Monza,Udinese,2,2.38,3.25,3,Udinese,Monza,0-0,2024-2025
2024-12-08 14:45:00,15,Napoli,Lazio,2,1.67,4,5,Lazio,Napoli,0-0,2024-2025
2024-12-08 12:00:00,15,Venezia,Como,0,3.25,3.4,2.2,Como,Venezia,2-1,2024-2025
2024-12-08 09:00:00,15,Hellas Verona,Empoli,2,2.2,3.4,3.25,Verona,Empoli,2-1,2024-2025
2024-12-08 06:30:00,15,Fiorentina,Cagliari,1,1.5,4.5,6,Cagliari,Fiorentina,2-3,2024-2025
2024-12-07 14:45:00,15,AS Roma,Lecce,1,1.5,4.75,5.5,Lecce,Roma,0-0,2024-2025
2024-12-07 12:00:00,15,Juventus,Bologna,0,1.53,4,6.5,Bologna,Juventus,3-3,2024-2025
2024-12-07 09:00:00,15,Genoa,Torino,0,2.75,3.4,2.5,Genoa,Torino,0-0,2024-2025
2024-12-06 14:45:00,15,Atalanta,AC Milan,1,2.2,3.6,3.1,AC Milan,Atalanta,1-1,2024-2025
2024-12-06 12:30:00,15,Inter,Parma,1,1.22,6.5,11,Parma,Inter Milan,1-2,2024-2025
2025-02-06 14:45:00,14,Fiorentina,Inter,1,4.33,3.4,1.9,Fiorentina,Inter Milan,0-1,2024-2025
2024-12-02 14:45:00,14,AS Roma,Atalanta,2,2.88,3.75,2.25,Atalanta,Roma,2-1,2024-2025
2024-12-01 14:45:00,14,Lecce,Juventus,0,5.25,3.6,1.7,Lecce,Juventus,0-3,2024-2025
2024-12-01 09:00:00,14,Torino,Napoli,2,3.9,3.4,1.91,Napoli,Torino,1-1,2024-2025
2024-12-01 09:00:00,14,Parma,Lazio,1,3.6,3.8,1.91,Lazio,Parma,1-0,2024-2025
2024-12-01 06:30:00,14,Udinese,Genoa,2,1.8,3.6,4.5,Genoa,Udinese,2-0,2024-2025
2024-11-30 14:45:00,14,Bologna,Venezia,1,1.53,4.1,6.25,Venezia,Bologna,4-3,2024-2025
2024-11-30 12:00:00,14,AC Milan,Empoli,1,1.38,4.33,9,AC Milan,Empoli,1-0,2024-2025
2024-11-30 09:00:00,14,Como,Monza,0,1.91,3.4,4.1,Como,Monza,2-0,2024-2025
2024-11-29 14:45:00,14,Cagliari,Hellas Verona,1,2.1,3.4,3.5,Cagliari,Verona,1-1,2024-2025
2024-11-25 14:45:00,13,Venezia,Lecce,2,2.3,3.3,3.2,Lecce,Venezia,1-1,2024-2025
2024-11-25 12:30:00,13,Empoli,Udinese,0,2.4,3.1,3.2,Udinese,Empoli,1-1,2024-2025
2024-11-24 14:45:00,13,Lazio,Bologna,1,1.83,3.6,4.33,Lazio,Bologna,1-2,2024-2025
2024-11-24 12:00:00,13,Napoli,AS Roma,1,1.7,3.7,5,Napoli,Roma,2-2,2024-2025
2024-11-24 09:00:00,13,Como,Fiorentina,2,2.9,3.4,2.4,Como,Fiorentina,0-2,2024-2025
2024-11-24 09:00:00,13,Torino,Monza,0,1.91,3.3,4.33,Torino,Monza,1-0,2024-2025
2024-11-24 06:30:00,13,Genoa,Cagliari,0,2.63,3.2,2.8,Genoa,Cagliari,3-0,2024-2025
2024-11-23 14:45:00,13,Parma,Atalanta,2,4.33,4.33,1.7,Parma,Atalanta,2-5,2024-2025
2024-11-23 12:00:00,13,AC Milan,Juventus,0,2,3.5,3.7,Juventus,AC Milan,0-0,2024-2025
2024-11-23 09:00:00,13,Hellas Verona,Inter,2,6.5,5,1.42,Verona,Inter Milan,2-2,2024-2025
2024-11-10 14:45:00,12,Inter,Napoli,0,1.8,3.75,4.33,Inter Milan,Napoli,1-1,2024-2025
2024-11-10 12:00:00,12,Monza,Lazio,2,4.2,3.8,1.8,Monza,Lazio,2-2,2024-2025
2024-11-10 09:00:00,12,AS Roma,Bologna,2,2.05,3.4,3.7,Roma,Bologna,1-3,2024-2025
2024-11-10 09:00:00,12,Fiorentina,Hellas Verona,1,1.44,4.5,7,Verona,Fiorentina,2-1,2024-2025
2024-11-10 06:30:00,12,Atalanta,Udinese,1,1.36,5,8,Atalanta,Udinese,2-0,2024-2025
2024-11-09 14:45:00,12,Juventus,Torino,1,1.65,3.75,5.5,Torino,Juventus,0-0,2024-2025
2024-11-09 12:00:00,12,Cagliari,AC Milan,0,4.5,3.8,1.75,AC Milan,Cagliari,5-1,2024-2025
2024-11-09 09:00:00,12,Venezia,Parma,2,2.55,3.4,2.7,Parma,Venezia,2-1,2024-2025
2024-11-08 14:45:00,12,Lecce,Empoli,0,2.15,3.3,3.5,Lecce,Empoli,1-0,2024-2025
2024-11-07 14:45:00,12,Genoa,Como,0,3.1,3.3,2.3,Como,Genoa,2-2,2024-2025
2024-11-04 14:45:00,11,Lazio,Cagliari,1,1.62,3.5,6.5,Cagliari,Lazio,1-3,2024-2025
2024-11-04 12:30:00,11,Parma,Genoa,2,2.2,3.1,3.5,Parma,Genoa,2-0,2024-2025
2024-11-04 12:30:00,11,Empoli,Como,1,2.4,3.2,3,Empoli,Como,0-0,2024-2025
2024-11-03 14:45:00,11,Inter,Venezia,1,1.17,6.5,17,Inter Milan,Venezia,2-1,2024-2025
2024-11-03 12:00:00,11,Hellas Verona,AS Roma,1,4.33,3.25,1.9,Roma,Verona,2-1,2024-2025
2024-11-03 09:00:00,11,Torino,Fiorentina,2,2.7,3.1,2.7,Torino,Fiorentina,0-0,2024-2025
2024-11-03 06:30:00,11,Napoli,Atalanta,2,2.15,3.2,3.5,Napoli,Atalanta,0-3,2024-2025
2024-11-02 15:45:00,11,Monza,AC Milan,2,5.25,3.4,1.73,Monza,AC Milan,4-2,2024-2025
2024-11-02 12:00:00,11,Udinese,Juventus,2,4.5,3.1,1.95,Juventus,Udinese,0-1,2024-2025
2024-11-02 09:00:00,11,Bologna,Lecce,1,1.8,3.1,5.25,Bologna,Lecce,4-0,2024-2025
2024-10-31 14:45:00,10,AS Roma,Torino,1,2,3.6,3.6,Roma,Torino,3-2,2024-2025
2024-10-31 14:45:00,10,Como,Lazio,2,2.9,3.3,2.4,Lazio,Como,3-1,2024-2025
2024-10-31 12:30:00,10,Genoa,Fiorentina,2,3.1,3.6,2.15,Fiorentina,Genoa,1-1,2024-2025
2024-10-30 14:45:00,10,Atalanta,Monza,1,1.38,4.75,7.5,Monza,Atalanta,1-2,2024-2025
2024-10-30 14:45:00,10,Juventus,Parma,0,1.45,4.33,7,Juventus,Parma,3-1,2024-2025
2024-10-30 12:30:00,10,Empoli,Inter,2,7.5,4.33,1.42,Inter Milan,Empoli,2-0,2024-2025
2024-10-30 12:30:00,10,Venezia,Udinese,1,2.75,3.4,2.5,Venezia,Udinese,1-2,2024-2025
2024-10-29 14:45:00,10,AC Milan,Napoli,2,2.15,3.6,3.1,AC Milan,Napoli,1-0,2024-2025
2024-10-29 12:30:00,10,Lecce,Hellas Verona,1,2.35,3.3,2.9,Lecce,Verona,0-1,2024-2025
2024-10-29 12:30:00,10,Cagliari,Bologna,2,2.8,3.4,2.4,Cagliari,Bologna,2-1,2024-2025
2025-02-27 14:45:00,9,Bologna,AC Milan,0,2.8,3.3,2.45,,,,2024-2025
2024-10-27 14:45:00,9,Fiorentina,AS Roma,1,2.45,3.25,2.88,Fiorentina,Roma,2-2,2024-2025
2024-10-27 12:00:00,9,Inter,Juventus,0,1.85,3.3,4.75,Inter Milan,Juventus,1-0,2024-2025
2024-10-27 09:00:00,9,Monza,Venezia,0,2.1,3.25,3.6,Monza,Venezia,1-4,2024-2025
2024-10-27 09:00:00,9,Lazio,Genoa,1,1.65,3.8,5.25,Genoa,Lazio,0-1,2024-2025
2024-10-27 06:30:00,9,Parma,Empoli,0,2.2,3.2,3.4,Empoli,Parma,3-3,2024-2025
2024-10-26 13:45:00,9,Atalanta,Hellas Verona,1,1.5,4,6.5,Atalanta,Verona,2-2,2024-2025
2024-10-26 08:00:00,9,Napoli,Lecce,1,1.3,5,11,Napoli,Lecce,0-0,2024-2025
2024-10-25 13:45:00,9,Torino,Como,1,2,3.4,3.6,Torino,Como,1-0,2024-2025
2024-10-25 11:30:00,9,Udinese,Cagliari,1,1.91,3.5,4.2,Udinese,Cagliari,1-1,2024-2025
2024-10-21 13:45:00,8,Hellas Verona,Monza,2,2.3,3.1,3.2,Monza,Verona,0-0,2024-2025
2024-10-20 13:45:00,8,AS Roma,Inter,2,4,3.3,1.95,Roma,Inter Milan,2-4,2024-2025
2024-10-20 11:00:00,8,Cagliari,Torino,1,2.75,3.1,2.7,Cagliari,Torino,1-2,2024-2025
2024-10-20 08:00:00,8,Venezia,Atalanta,2,5.5,3.9,1.57,Venezia,Atalanta,1-3,2024-2025
2024-10-20 08:00:00,8,Lecce,Fiorentina,2,3,3.25,2.35,Lecce,Fiorentina,3-2,2024-2025
2024-10-20 05:30:00,8,Empoli,Napoli,2,5.5,3.6,1.67,Empoli,Napoli,1-0,2024-2025
2024-10-19 13:45:00,8,Juventus,Lazio,1,1.75,3.4,5,Lazio,Juventus,1-0,2024-2025
2024-10-19 11:00:00,8,AC Milan,Udinese,1,1.38,4.5,8.5,Udinese,AC Milan,2-3,2024-2025
2024-10-19 08:00:00,8,Genoa,Bologna,0,2.9,3.25,2.35,Genoa,Bologna,2-0,2024-2025
2024-10-19 08:00:00,8,Como,Parma,0,1.95,3.5,3.75,Como,Parma,1-1,2024-2025
2024-10-06 13:45:00,7,Fiorentina,AC Milan,1,2.7,3.5,2.45,Fiorentina,AC Milan,1-2,2024-2025
2024-10-06 11:00:00,7,Monza,AS Roma,0,3.75,3.3,2,Monza,Roma,1-4,2024-2025
2024-10-06 08:00:00,7,Bologna,Parma,0,1.75,3.75,4.5,Parma,Bologna,0-3,2024-2025
2024-10-06 08:00:00,7,Lazio,Empoli,1,1.5,4.1,6.5,Lazio,Empoli,2-0,2024-2025
2024-10-06 05:30:00,7,Juventus,Cagliari,0,1.4,4.5,7.5,Cagliari,Juventus,2-2,2024-2025
2024-10-05 13:45:00,7,Inter,Torino,1,1.33,5,8.5,Inter Milan,Torino,2-0,2024-2025
2024-10-05 11:00:00,7,Atalanta,Genoa,1,1.5,4.33,6,Genoa,Atalanta,1-4,2024-2025
2024-10-05 08:00:00,7,Udinese,Lecce,1,2,3.3,3.8,Lecce,Udinese,0-2,2024-2025
2024-10-04 13:45:00,7,Hellas Verona,Venezia,1,2.05,3.4,3.6,Verona,Venezia,3-1,2024-2025
2024-10-04 11:30:00,7,Napoli,Como,1,1.45,4.5,6.5,Como,Napoli,2-0,2024-2025
2024-09-30 13:45:00,6,Parma,Cagliari,2,2.1,3.3,3.5,Parma,Cagliari,0-0,2024-2025
2024-09-29 13:45:00,6,Napoli,Monza,1,1.4,4.5,8,Monza,Napoli,2-4,2024-2025
2024-09-29 11:00:00,6,Empoli,Fiorentina,0,3.3,3.25,2.2,Empoli,Fiorentina,1-1,2024-2025
2024-09-29 08:00:00,6,AS Roma,Venezia,1,1.44,4.5,6.5,Roma,Venezia,1-1,2024-2025
2024-09-29 08:00:00,6,Como,Hellas Verona,1,2.5,3.2,2.9,Como,Verona,1-1,2024-2025
2024-09-29 05:30:00,6,Torino,Lazio,2,2.7,3.1,2.7,Torino,Lazio,0-2,2024-2025
2024-09-28 13:45:00,6,Bologna,Atalanta,0,2.7,3.2,2.63,Atalanta,Bologna,1-2,2024-2025
2024-09-28 11:00:00,6,Genoa,Juventus,2,4.5,3.3,1.85,Juventus,Genoa,0-0,2024-2025
2024-09-28 08:00:00,6,Udinese,Inter,2,5.5,4,1.57,Udinese,Inter Milan,1-2,2024-2025
2024-09-27 13:45:00,6,AC Milan,Lecce,1,1.36,5,7.5,AC Milan,Lecce,3-0,2024-2025
2024-09-24 13:45:00,5,Atalanta,Como,2,1.5,4.2,6.25,Como,Atalanta,0-3,2024-2025
2024-09-22 13:45:00,5,Inter,AC Milan,2,1.6,4,5.5,AC Milan,Inter Milan,1-2,2024-2025
2024-09-22 11:00:00,5,AS Roma,Udinese,1,1.7,4.33,4.2,Udinese,Roma,1-2,2024-2025
2024-09-22 08:00:00,5,Monza,Bologna,2,2.9,3.1,2.5,Bologna,Monza,0-0,2024-2025
2024-09-22 05:30:00,5,Fiorentina,Lazio,1,2.38,3,3.1,Fiorentina,Lazio,2-1,2024-2025
2024-09-21 13:45:00,5,Lecce,Parma,0,2.2,3.3,3.2,Parma,Lecce,0-0,2024-2025
2024-09-21 11:00:00,5,Juventus,Napoli,0,2.15,3.3,3.4,Napoli,Juventus,2-1,2024-2025
2024-09-21 08:00:00,5,Venezia,Genoa,1,3.1,3.2,2.35,Genoa,Venezia,1-0,2024-2025
2024-09-20 13:45:00,5,Hellas Verona,Torino,2,2.5,3.3,2.75,Verona,Torino,1-2,2024-2025
2024-09-20 11:30:00,5,Cagliari,Empoli,2,2.3,3.25,3.1,Empoli,Cagliari,0-1,2024-2025
2024-09-16 13:45:00,4,Lazio,Hellas Verona,1,1.62,3.8,5,Lazio,Verona,1-0,2024-2025
2024-09-16 11:30:00,4,Parma,Udinese,2,2.45,3.4,2.63,Parma,Udinese,2-2,2024-2025
2024-09-15 13:45:00,4,Monza,Inter,0,8.5,4.5,1.36,Monza,Inter Milan,1-5,2024-2025
2024-09-15 11:00:00,4,Cagliari,Napoli,2,3.9,3.5,1.9,Cagliari,Napoli,1-1,2024-2025
2024-09-15 08:00:00,4,Torino,Lecce,0,1.7,3.5,5,Torino,Lecce,2-0,2024-2025
2024-09-15 08:00:00,4,Atalanta,Fiorentina,1,1.83,3.4,4.2,Atalanta,Fiorentina,2-3,2024-2025
2024-09-15 05:30:00,4,Genoa,AS Roma,0,2.8,3.3,2.35,Roma,Genoa,1-0,2024-2025
2024-09-14 13:45:00,4,AC Milan,Venezia,1,1.3,5.25,8,Venezia,AC Milan,0-3,2024-2025
2024-09-14 11:00:00,4,Empoli,Juventus,0,4.2,3.7,1.8,Juventus,Empoli,1-1,2024-2025
2024-09-14 08:00:00,4,Como,Bologna,0,2.75,3.4,2.4,Como,Bologna,5-1,2024-2025
2024-09-01 13:45:00,3,Juventus,AS Roma,0,1.85,3.4,4.2,Roma,Juventus,1-1,2024-2025
2024-09-01 13:45:00,3,Udinese,Como,1,1.75,3.5,4.2,Udinese,Como,3-2,2024-2025
2024-09-01 11:30:00,3,Genoa,Hellas Verona,2,2.05,3.1,3.7,Verona,Genoa,1-2,2024-2025
2024-09-01 11:30:00,3,Fiorentina,Monza,0,1.48,4.33,5.75,Fiorentina,Monza,2-1,2024-2025
2024-08-31 13:45:00,3,Lazio,AC Milan,0,2.5,3.4,2.55,Lazio,AC Milan,0-1,2024-2025
2024-08-31 13:45:00,3,Napoli,Parma,1,1.48,4.33,5.5,Napoli,Parma,2-0,2024-2025
2024-08-31 11:30:00,3,Bologna,Empoli,0,1.55,3.8,5.75,Empoli,Bologna,0-1,2024-2025
